Subject,Run,Event,Condition_HBMModel,Condition_JNeuroModel1,Condition_JNeuroModel2,Condition_JNeuroModel3,Condition_JNeuroModel4,Onsets(Scans),TrialDur,Onsets(Sec),Cov_PostProb_JNeuroModel1,Cov_PostProb_JNeuroModel3
1051,4,64,1,1,4,,,110.1895,0,220.379,94.12,
1051,4,65,6,3,6,,,112.1935,0,224.387,,
1051,4,66,8,5,8,,,114.3235,0,228.647,,
1051,4,67,5,2,5,,,115.0915,0,230.183,,
1051,4,68,3,2,5,,,117.6055,0,235.211,,
1051,4,69,3,2,5,,,119.376,0,238.752,,
1051,4,70,3,2,5,,,121.8895,0,243.779,,
1051,4,71,7,4,7,,,124.1445,0,248.289,,
1051,4,72,8,5,8,,,126.525,0,253.05,,
1051,5,1,4,1,1,,,0.259,0,0.518,80,
1051,5,2,2,1,2,,,2.397,0,4.794,50,
1051,5,3,1,1,3,,,4.284,0,8.568,80,
1051,5,4,1,1,4,,,6.422,0,12.844,94.12,
1051,5,5,6,3,6,,,7.558,0,15.116,,
1051,5,6,8,5,8,,,8.9445,0,17.889,,
1051,5,7,4,1,1,,,9.7125,0,19.425,80,
1051,5,8,1,1,2,,,11.6,0,23.2,94.12,
1051,5,9,2,1,3,,,14.239,0,28.478,80,
1051,5,10,1,1,4,,,15.634,0,31.268,94.12,
1051,5,11,6,3,6,,,18.014,0,36.028,,
1051,5,12,8,5,8,,,19.768,0,39.536,,
1051,5,13,5,2,5,,,20.536,0,41.072,,
1051,5,14,3,2,5,,,22.9245,0,45.849,,
1051,5,15,3,2,5,,,25.0625,0,50.125,,
1051,5,16,3,2,5,,,26.708,0,53.416,,
1051,5,17,7,4,7,,,27.8435,0,55.687,,
1051,5,18,8,5,8,,,29.5975,0,59.195,,
1051,5,19,4,1,1,,,30.366,0,60.732,80,
1051,5,20,2,1,2,,,32.504,0,65.008,50,
1051,5,21,1,1,3,,,34.149,0,68.298,80,
1051,5,22,2,1,4,,,35.9195,0,71.839,50,
1051,5,23,6,3,6,,,37.306,0,74.612,,
1051,5,24,8,5,8,,,38.8095,0,77.619,,
1051,5,25,4,1,1,,,39.5775,0,79.155,80,
1051,5,26,1,1,2,,,41.223,0,82.446,94.12,
1051,5,27,1,1,3,,,43.3605,0,86.721,98.46,
1051,5,28,1,1,4,,,46,0,92,99.61,
1051,5,29,6,3,6,,,48.38,0,96.76,,
1051,5,30,8,5,8,,,50.134,0,100.268,,
1051,5,31,4,1,1,,,50.902,0,101.804,80,
1051,5,32,1,1,2,,,52.422,0,104.844,94.12,
1051,5,33,2,1,3,,,53.817,0,107.634,80,
1051,5,34,2,1,4,,,56.456,0,112.912,50,
1051,5,35,6,3,6,,,58.7105,0,117.421,,
1051,5,36,8,5,8,,,60.59,0,121.18,,
1051,5,37,5,2,5,,,61.358,0,122.716,,
1051,5,38,3,2,5,,,63.997,0,127.994,,
1051,5,39,3,2,5,,,66.6365,0,133.273,,
1051,5,40,3,2,5,,,68.7745,0,137.549,,
1051,5,41,7,4,7,,,70.1605,0,140.321,,
1051,5,42,8,5,8,,,72.29,0,144.58,,
1051,5,43,4,1,1,,,73.184,0,146.368,80,
1051,5,44,1,1,2,,,75.1965,0,150.393,94.12,
1051,5,45,1,1,3,,,77.084,0,154.168,98.46,
1051,5,46,1,1,4,,,79.347,0,158.694,99.61,
1051,5,47,6,3,6,,,80.7335,0,161.467,,
1051,5,48,8,5,8,,,82.9885,0,165.977,,
1051,5,49,4,1,1,,,83.757,0,167.514,80,
1051,5,50,1,1,2,,,85.1515,0,170.303,94.12,
1051,5,51,1,1,3,,,87.4145,0,174.829,98.46,
1051,5,52,2,1,4,,,89.06,0,178.12,94.12,
1051,5,53,6,3,6,,,91.1895,0,182.379,,
1051,5,54,8,5,8,,,92.818,0,185.636,,
1051,5,55,4,1,1,,,93.8285,0,187.657,80,
1051,5,56,1,1,2,,,96.217,0,192.434,94.12,
1051,5,57,1,1,3,,,97.9795,0,195.959,98.46,
1051,5,58,1,1,4,,,100.368,0,200.736,99.61,
1051,5,59,6,3,6,,,102.623,0,205.246,,
1051,5,60,8,5,8,,,104.627,0,209.254,,
1051,5,61,5,2,5,,,105.6375,0,211.275,,
1051,5,62,3,2,5,,,107.6505,0,215.301,,
1051,5,63,3,2,5,,,109.546,0,219.092,,
1051,5,64,3,2,5,,,111.9345,0,223.869,,
1051,5,65,7,4,7,,,113.321,0,226.642,,
1051,5,66,8,5,8,,,114.457,0,228.914,,
1051,5,67,4,1,1,,,115.225,0,230.45,80,
1051,5,68,2,1,2,,,117.1125,0,234.225,50,
1051,5,69,1,1,3,,,119,0,238,80,
1051,5,70,2,1,4,,,121.2635,0,242.527,50,
1051,5,71,6,3,6,,,122.399,0,244.798,,
1051,5,72,8,5,8,,,124.153,0,248.306,,
1051,6,1,4,1,1,,,0.259,0,0.518,80,
1051,6,2,1,1,2,,,1.904,0,3.808,94.12,
1051,6,3,1,1,3,,,4.184,0,8.368,98.46,
1051,6,4,1,1,4,,,6.0715,0,12.143,99.61,
1051,6,5,6,3,6,,,7.3325,0,14.665,,
1051,6,6,8,5,8,,,9.713,0,19.426,,
1051,6,7,4,1,1,,,10.6065,0,21.213,80,
1051,6,8,2,1,2,,,12.636,0,25.272,50,
1051,6,9,1,1,3,,,14.164,0,28.328,80,
1051,6,10,2,1,4,,,16.177,0,32.354,50,
1051,6,11,6,3,6,,,18.3065,0,36.613,,
1051,6,12,8,5,8,,,19.6935,0,39.387,,
1051,6,13,5,2,5,,,20.461,0,40.922,,
1051,6,14,3,2,5,,,22.357,0,44.714,,
1051,6,15,3,2,5,,,24.8705,0,49.741,,
1051,6,16,3,2,5,,,26.892,0,53.784,,
1051,6,17,7,4,7,,,29.272,0,58.544,,
1051,6,18,8,5,8,,,30.9005,0,61.801,,
1051,6,19,5,2,5,,,31.794,0,63.588,,
1051,6,20,3,2,5,,,34.0575,0,68.115,,
1051,6,21,3,2,5,,,35.5775,0,71.155,,
1051,6,22,3,2,5,,,37.465,0,74.93,,
1051,6,23,7,4,7,,,39.1015,0,78.203,,
1051,6,24,8,5,8,,,41.106,0,82.212,,
1051,6,25,4,1,1,,,42.125,0,84.25,80,
1051,6,26,1,1,2,,,44.388,0,88.776,94.12,
1051,6,27,2,1,3,,,47.027,0,94.054,80,
1051,6,28,1,1,4,,,49.541,0,99.082,94.12,
1051,6,29,6,3,6,,,51.178,0,102.356,,
1051,6,30,8,5,8,,,52.6815,0,105.363,,
1051,6,31,4,1,1,,,53.5745,0,107.149,80,
1051,6,32,2,1,2,,,55.22,0,110.44,50,
1051,6,33,1,1,3,,,56.9905,0,113.981,80,
1051,6,34,2,1,4,,,59.003,0,118.006,50,
1051,6,35,6,3,6,,,60.3895,0,120.779,,
1051,6,36,8,5,8,,,62.018,0,124.036,,
1051,6,37,4,1,1,,,63.0285,0,126.057,80,
1051,6,38,1,1,2,,,65.5425,0,131.085,94.12,
1051,6,39,1,1,3,,,66.937,0,133.874,98.46,
1051,6,40,1,1,4,,,69.576,0,139.152,99.61,
1051,6,41,6,3,6,,,71.706,0,143.412,,
1051,6,42,8,5,8,,,73.8355,0,147.671,,
1051,6,43,4,1,1,,,74.4785,0,148.957,80,
1051,6,44,2,1,2,,,76.249,0,152.498,50,
1051,6,45,1,1,3,,,78.763,0,157.526,80,
1051,6,46,1,1,4,,,80.408,0,160.816,94.12,
1051,6,47,6,3,6,,,82.663,0,165.326,,
1051,6,48,8,5,8,,,83.924,0,167.848,,
1051,6,49,5,2,5,,,84.442,0,168.884,,
1051,6,50,3,2,5,,,86.329,0,172.658,,
1051,6,51,3,2,5,,,88.342,0,176.684,,
1051,6,52,3,2,5,,,89.7365,0,179.473,,
1051,6,53,7,4,7,,,91.248,0,182.496,,
1051,6,54,8,5,8,,,93.1275,0,186.255,,
1051,6,55,4,1,1,,,93.8955,0,187.791,80,
1051,6,56,2,1,2,,,96.0335,0,192.067,50,
1051,6,57,1,1,3,,,97.4285,0,194.857,80,
1051,6,58,1,1,4,,,100.0675,0,200.135,94.12,
1051,6,59,6,3,6,,,102.4475,0,204.895,,
1051,6,60,8,5,8,,,104.3265,0,208.653,,
1051,6,61,4,1,1,,,105.337,0,210.674,80,
1051,6,62,1,1,2,,,106.732,0,213.464,94.12,
1051,6,63,2,1,3,,,108.377,0,216.754,80,
1051,6,64,2,1,4,,,110.891,0,221.782,50,
1051,6,65,6,3,6,,,113.0205,0,226.041,,
1051,6,66,8,5,8,,,114.7745,0,229.549,,
1051,6,67,4,1,1,,,115.793,0,231.586,80,
1051,6,68,1,1,2,,,117.806,0,235.612,94.12,
1051,6,69,1,1,3,,,119.8185,0,239.637,98.46,
1051,6,70,1,1,4,,,121.589,0,243.178,99.61,
1051,6,71,6,3,6,,,123.719,0,247.438,,
1051,6,72,8,5,8,,,125.3475,0,250.695,,
1061,1,1,4,1,1,,,0.2585,0,0.517,80,
1061,1,2,2,1,2,,,2.2715,0,4.543,50,
1061,1,3,1,1,3,,,4.284,0,8.568,80,
1061,1,4,1,1,4,,,6.297,0,12.594,94.12,
1061,1,5,6,3,6,,,8.4265,0,16.853,,
1061,1,6,8,5,8,,,9.5625,0,19.125,,
1061,1,7,4,1,1,,,10.456,0,20.912,80,
1061,1,8,2,1,2,,,11.8505,0,23.701,50,
1061,1,9,1,1,3,,,13.738,0,27.476,80,
1061,1,10,2,1,4,,,16.1265,0,32.253,50,
1061,1,11,6,3,6,,,18.006,0,36.012,,
1061,1,12,8,5,8,,,19.1415,0,38.283,,
1061,1,13,4,1,1,,,19.9095,0,39.819,80,
1061,1,14,1,1,2,,,22.549,0,45.098,94.12,
1061,1,15,1,1,3,,,25.0625,0,50.125,98.46,
1061,1,16,1,1,4,,,26.4575,0,52.915,99.61,
1061,1,17,6,3,6,,,28.462,0,56.924,,
1061,1,18,8,5,8,,,30.3405,0,60.681,,
1061,1,19,5,2,5,,,31.3515,0,62.703,,
1061,1,20,3,2,5,,,32.9965,0,65.993,,
1061,1,21,3,2,5,,,34.6415,0,69.283,,
1061,1,22,3,2,5,,,36.0365,0,72.073,,
1061,1,23,7,4,7,,,37.924,0,75.848,,
1061,1,24,8,5,8,,,39.185,0,78.37,,
1061,1,25,4,1,1,,,39.828,0,79.656,80,
1061,1,26,1,1,2,,,42.467,0,84.934,94.12,
1061,1,27,2,1,3,,,44.7305,0,89.461,80,
1061,1,28,2,1,4,,,47.3695,0,94.739,50,
1061,1,29,6,3,6,,,49.257,0,98.514,,
1061,1,30,8,5,8,,,51.136,0,102.272,,
1061,1,31,4,1,1,,,51.779,0,103.558,80,
1061,1,32,2,1,2,,,53.1735,0,106.347,50,
1061,1,33,1,1,3,,,55.562,0,111.124,80,
1061,1,34,1,1,4,,,57.8255,0,115.651,94.12,
1061,1,35,6,3,6,,,59.713,0,119.426,,
1061,1,36,8,5,8,,,62.093,0,124.186,,
1061,1,37,5,2,5,,,62.736,0,125.472,,
1061,1,38,3,2,5,,,64.749,0,129.498,,
1061,1,39,3,2,5,,,67.1375,0,134.275,,
1061,1,40,3,2,5,,,69.025,0,138.05,,
1061,1,41,7,4,7,,,71.029,0,142.058,,
1061,1,42,8,5,8,,,73.4095,0,146.819,,
1061,1,43,4,1,1,,,74.1775,0,148.355,80,
1061,1,44,1,1,2,,,76.3155,0,152.631,94.12,
1061,1,45,1,1,3,,,78.203,0,156.406,98.46,
1061,1,46,1,1,4,,,80.341,0,160.682,99.61,
1061,1,47,6,3,6,,,81.477,0,162.954,,
1061,1,48,8,5,8,,,83.857,0,167.714,,
1061,1,49,4,1,1,,,84.375,0,168.75,80,
1061,1,50,1,1,2,,,87.014,0,174.028,94.12,
1061,1,51,1,1,3,,,88.776,0,177.552,98.46,
1061,1,52,2,1,4,,,91.1645,0,182.329,94.12,
1061,1,53,6,3,6,,,93.044,0,186.088,,
1061,1,54,8,5,8,,,95.173,0,190.346,,
1061,1,55,4,1,1,,,95.9415,0,191.883,80,
1061,1,56,2,1,2,,,98.0795,0,196.159,50,
1061,1,57,1,1,3,,,100.468,0,200.936,80,
1061,1,58,2,1,4,,,101.988,0,203.976,50,
1061,1,59,6,3,6,,,103.249,0,206.498,,
1061,1,60,8,5,8,,,104.6275,0,209.255,,
1061,1,61,5,2,5,,,105.27,0,210.54,,
1061,1,62,3,2,5,,,106.665,0,213.33,,
1061,1,63,3,2,5,,,109.0535,0,218.107,,
1061,1,64,3,2,5,,,111.3165,0,222.633,,
1061,1,65,7,4,7,,,113.446,0,226.892,,
1061,1,66,8,5,8,,,114.582,0,229.164,,
1061,1,67,4,1,1,,,115.225,0,230.45,80,
1061,1,68,1,1,2,,,116.745,0,233.49,94.12,
1061,1,69,1,1,3,,,118.758,0,237.516,98.46,
1061,1,70,1,1,4,,,120.403,0,240.806,99.61,
1061,1,71,6,3,6,,,121.7895,0,243.579,,
1061,1,72,8,5,8,,,122.925,0,245.85,,
1061,2,1,5,2,5,,,0.259,0,0.518,,
1061,2,2,3,2,5,,,1.6535,0,3.307,,
1061,2,3,3,2,5,,,3.541,0,7.082,,
1061,2,4,3,2,5,,,5.679,0,11.358,,
1061,2,5,7,4,7,,,8.059,0,16.118,,
1061,2,6,8,5,8,,,9.6875,0,19.375,,
1061,2,7,4,1,1,,,10.2055,0,20.411,80,
1061,2,8,1,1,2,,,12.093,0,24.186,94.12,
1061,2,9,2,1,3,,,14.4815,0,28.963,80,
1061,2,10,1,1,4,,,16.494,0,32.988,94.12,
1061,2,11,6,3,6,,,18.131,0,36.262,,
1061,2,12,8,5,8,,,20.386,0,40.772,,
1061,2,13,4,1,1,,,21.154,0,42.308,80,
1061,2,14,1,1,2,,,23.5425,0,47.085,94.12,
1061,2,15,1,1,3,,,25.6805,0,51.361,98.46,
1061,2,16,1,1,4,,,27.568,0,55.136,99.61,
1061,2,17,6,3,6,,,29.9485,0,59.897,,
1061,2,18,8,5,8,,,32.078,0,64.156,,
1061,2,19,4,1,1,,,33.097,0,66.194,80,
1061,2,20,1,1,2,,,34.984,0,69.968,94.12,
1061,2,21,1,1,3,,,36.6295,0,73.259,98.46,
1061,2,22,1,1,4,,,38.2745,0,76.549,99.61,
1061,2,23,6,3,6,,,39.9115,0,79.823,,
1061,2,24,8,5,8,,,41.29,0,82.58,,
1061,2,25,5,2,5,,,42.183,0,84.366,,
1061,2,26,3,2,5,,,44.321,0,88.642,,
1061,2,27,3,2,5,,,45.9665,0,91.933,,
1061,2,28,3,2,5,,,47.979,0,95.958,,
1061,2,29,7,4,7,,,49.8585,0,99.717,,
1061,2,30,8,5,8,,,51.612,0,103.224,,
1061,2,31,4,1,1,,,52.3805,0,104.761,80,
1061,2,32,2,1,2,,,54.894,0,109.788,50,
1061,2,33,1,1,3,,,56.907,0,113.814,80,
1061,2,34,1,1,4,,,58.3015,0,116.603,94.12,
1061,2,35,6,3,6,,,60.0635,0,120.127,,
1061,2,36,8,5,8,,,62.444,0,124.888,,
1061,2,37,4,1,1,,,63.3375,0,126.675,80,
1061,2,38,2,1,2,,,65.108,0,130.216,50,
1061,2,39,1,1,3,,,67.747,0,135.494,80,
1061,2,40,2,1,4,,,69.142,0,138.284,50,
1061,2,41,6,3,6,,,70.896,0,141.792,,
1061,2,42,8,5,8,,,73.2755,0,146.551,,
1061,2,43,4,1,1,,,74.044,0,148.088,80,
1061,2,44,1,1,2,,,76.683,0,153.366,94.12,
1061,2,45,1,1,3,,,78.203,0,156.406,98.46,
1061,2,46,1,1,4,,,80.341,0,160.682,99.61,
1061,2,47,6,3,6,,,82.2205,0,164.441,,
1061,2,48,8,5,8,,,83.356,0,166.712,,
1061,2,49,4,1,1,,,84.1245,0,168.249,80,
1061,2,50,1,1,2,,,86.7635,0,173.527,94.12,
1061,2,51,2,1,3,,,88.776,0,177.552,80,
1061,2,52,2,1,4,,,90.171,0,180.342,50,
1061,2,53,6,3,6,,,92.551,0,185.102,,
1061,2,54,8,5,8,,,93.6865,0,187.373,,
1061,2,55,4,1,1,,,94.5805,0,189.161,80,
1061,2,56,1,1,2,,,97.2195,0,194.439,94.12,
1061,2,57,1,1,3,,,99.3575,0,198.715,98.46,
1061,2,58,2,1,4,,,101.4955,0,202.991,94.12,
1061,2,59,6,3,6,,,102.8815,0,205.763,,
1061,2,60,8,5,8,,,104.761,0,209.522,,
1061,2,61,5,2,5,,,105.2785,0,210.557,,
1061,2,62,3,2,5,,,106.924,0,213.848,,
1061,2,63,3,2,5,,,108.3185,0,216.637,,
1061,2,64,3,2,5,,,110.9575,0,221.915,,
1061,2,65,7,4,7,,,112.2185,0,224.437,,
1061,2,66,8,5,8,,,114.0975,0,228.195,,
1061,2,67,4,1,1,,,114.6155,0,229.231,80,
1061,2,68,2,1,2,,,117.004,0,234.008,50,
1061,2,69,1,1,3,,,119.142,0,238.284,80,
1061,2,70,2,1,4,,,120.787,0,241.574,50,
1061,2,71,6,3,6,,,122.424,0,244.848,,
1061,2,72,8,5,8,,,124.554,0,249.108,,
1061,3,1,4,1,1,,,0.2585,0,0.517,80,
1061,3,2,2,1,2,,,2.2715,0,4.543,50,
1061,3,3,1,1,3,,,4.4095,0,8.819,80,
1061,3,4,2,1,4,,,6.0545,0,12.109,50,
1061,3,5,6,3,6,,,7.6915,0,15.383,,
1061,3,6,8,5,8,,,8.9525,0,17.905,,
1061,3,7,4,1,1,,,9.4705,0,18.941,80,
1061,3,8,1,1,2,,,11.1155,0,22.231,94.12,
1061,3,9,2,1,3,,,13.2535,0,26.507,80,
1061,3,10,1,1,4,,,15.141,0,30.282,94.12,
1061,3,11,6,3,6,,,16.5275,0,33.055,,
1061,3,12,8,5,8,,,17.663,0,35.326,,
1061,3,13,5,2,5,,,18.181,0,36.362,,
1061,3,14,3,2,5,,,20.82,0,41.64,,
1061,3,15,3,2,5,,,22.8325,0,45.665,,
1061,3,16,3,2,5,,,24.3525,0,48.705,,
1061,3,17,7,4,7,,,26.107,0,52.214,,
1061,3,18,8,5,8,,,27.61,0,55.22,,
1061,3,19,4,1,1,,,28.6285,0,57.257,80,
1061,3,20,2,1,2,,,31.017,0,62.034,50,
1061,3,21,1,1,3,,,32.6625,0,65.325,80,
1061,3,22,1,1,4,,,35.3015,0,70.603,94.12,
1061,3,23,6,3,6,,,37.0635,0,74.127,,
1061,3,24,8,5,8,,,39.068,0,78.136,,
1061,3,25,4,1,1,,,39.8365,0,79.673,80,
1061,3,26,1,1,2,,,41.9745,0,83.949,94.12,
1061,3,27,1,1,3,,,44.363,0,88.726,98.46,
1061,3,28,1,1,4,,,46.3755,0,92.751,99.61,
1061,3,29,6,3,6,,,47.5115,0,95.023,,
1061,3,30,8,5,8,,,48.7645,0,97.529,,
1061,3,31,4,1,1,,,49.407,0,98.814,80,
1061,3,32,1,1,2,,,51.921,0,103.842,94.12,
1061,3,33,2,1,3,,,53.3155,0,106.631,80,
1061,3,34,2,1,4,,,55.203,0,110.406,50,
1061,3,35,6,3,6,,,56.965,0,113.93,,
1061,3,36,8,5,8,,,59.3455,0,118.691,,
1061,3,37,5,2,5,,,59.863,0,119.726,,
1061,3,38,3,2,5,,,61.383,0,122.766,,
1061,3,39,3,2,5,,,64.022,0,128.044,,
1061,3,40,3,2,5,,,65.6675,0,131.335,,
1061,3,41,7,4,7,,,67.3045,0,134.609,,
1061,3,42,8,5,8,,,68.6825,0,137.365,,
1061,3,43,4,1,1,,,69.576,0,139.152,80,
1061,3,44,2,1,2,,,71.9645,0,143.929,50,
1061,3,45,1,1,3,,,74.6035,0,149.207,80,
1061,3,46,2,1,4,,,76.992,0,153.984,50,
1061,3,47,6,3,6,,,78.9965,0,157.993,,
1061,3,48,8,5,8,,,81.0005,0,162.001,,
1061,3,49,4,1,1,,,81.5185,0,163.037,80,
1061,3,50,1,1,2,,,82.913,0,165.826,94.12,
1061,3,51,1,1,3,,,84.5585,0,169.117,98.46,
1061,3,52,1,1,4,,,86.0785,0,172.157,99.61,
1061,3,53,6,3,6,,,87.8405,0,175.681,,
1061,3,54,8,5,8,,,89.344,0,178.688,,
1061,3,55,4,1,1,,,90.112,0,180.224,80,
1061,3,56,2,1,2,,,91.632,0,183.264,50,
1061,3,57,1,1,3,,,93.2775,0,186.555,80,
1061,3,58,1,1,4,,,95.048,0,190.096,94.12,
1061,3,59,6,3,6,,,96.1835,0,192.367,,
1061,3,60,8,5,8,,,97.562,0,195.124,,
1061,3,61,5,2,5,,,98.2045,0,196.409,,
1061,3,62,3,2,5,,,100.3425,0,200.685,,
1061,3,63,3,2,5,,,102.4805,0,204.961,,
1061,3,64,3,2,5,,,104.243,0,208.486,,
1061,3,65,7,4,7,,,106.3725,0,212.745,,
1061,3,66,8,5,8,,,107.759,0,215.518,,
1061,3,67,4,1,1,,,108.402,0,216.804,80,
1061,3,68,1,1,2,,,110.1725,0,220.345,94.12,
1061,3,69,1,1,3,,,111.567,0,223.134,98.46,
1061,3,70,1,1,4,,,114.081,0,228.162,99.61,
1061,3,71,6,3,6,,,115.718,0,231.436,,
1061,3,72,8,5,8,,,117.4715,0,234.943,,
1061,4,1,5,2,5,,,0.259,0,0.518,,
1061,4,2,3,2,5,,,2.6475,0,5.295,,
1061,4,3,3,2,5,,,4.042,0,8.084,,
1061,4,4,3,2,5,,,6.4305,0,12.861,,
1061,4,5,7,4,7,,,8.193,0,16.386,,
1061,4,6,8,5,8,,,10.4475,0,20.895,,
1061,4,7,4,1,1,,,11.216,0,22.432,80,
1061,4,8,2,1,2,,,12.8615,0,25.723,50,
1061,4,9,1,1,3,,,15.375,0,30.75,80,
1061,4,10,2,1,4,,,17.513,0,35.026,50,
1061,4,11,6,3,6,,,18.649,0,37.298,,
1061,4,12,8,5,8,,,20.7785,0,41.557,,
1061,4,13,4,1,1,,,21.7975,0,43.595,80,
1061,4,14,1,1,2,,,24.0605,0,48.121,94.12,
1061,4,15,1,1,3,,,26.6995,0,53.399,98.46,
1061,4,16,1,1,4,,,28.7125,0,57.425,99.61,
1061,4,17,6,3,6,,,30.6,0,61.2,,
1061,4,18,8,5,8,,,31.978,0,63.956,,
1061,4,19,4,1,1,,,32.746,0,65.492,80,
1061,4,20,1,1,2,,,34.759,0,69.518,94.12,
1061,4,21,1,1,3,,,36.6465,0,73.293,98.46,
1061,4,22,2,1,4,,,39.035,0,78.07,94.12,
1061,4,23,6,3,6,,,40.5465,0,81.093,,
1061,4,24,8,5,8,,,42.3,0,84.6,,
1061,4,25,5,2,5,,,42.9435,0,85.887,,
1061,4,26,3,2,5,,,44.7055,0,89.411,,
1061,4,27,3,2,5,,,46.9685,0,93.937,,
1061,4,28,3,2,5,,,49.6075,0,99.215,,
1061,4,29,7,4,7,,,50.7435,0,101.487,,
1061,4,30,8,5,8,,,52.873,0,105.746,,
1061,4,31,4,1,1,,,53.8835,0,107.767,80,
1061,4,32,1,1,2,,,56.147,0,112.294,94.12,
1061,4,33,2,1,3,,,58.1595,0,116.319,80,
1061,4,34,2,1,4,,,60.047,0,120.094,50,
1061,4,35,6,3,6,,,62.4275,0,124.855,,
1061,4,36,8,5,8,,,64.056,0,128.112,,
1061,4,37,4,1,1,,,64.9495,0,129.899,80,
1061,4,38,1,1,2,,,66.344,0,132.688,94.12,
1061,4,39,1,1,3,,,68.983,0,137.966,98.46,
1061,4,40,1,1,4,,,70.378,0,140.756,99.61,
1061,4,41,6,3,6,,,72.14,0,144.28,,
1061,4,42,8,5,8,,,73.7685,0,147.537,,
1061,4,43,4,1,1,,,74.4115,0,148.823,80,
1061,4,44,2,1,2,,,76.299,0,152.598,50,
1061,4,45,1,1,3,,,78.6875,0,157.375,80,
1061,4,46,2,1,4,,,80.8255,0,161.651,50,
1061,4,47,6,3,6,,,82.337,0,164.674,,
1061,4,48,8,5,8,,,84.592,0,169.184,,
1061,4,49,4,1,1,,,85.3605,0,170.721,80,
1061,4,50,2,1,2,,,87.0055,0,174.011,50,
1061,4,51,1,1,3,,,88.5255,0,177.051,80,
1061,4,52,1,1,4,,,90.0455,0,180.091,94.12,
1061,4,53,6,3,6,,,91.3065,0,182.613,,
1061,4,54,8,5,8,,,92.935,0,185.87,,
1061,4,55,4,1,1,,,93.9455,0,187.891,80,
1061,4,56,1,1,2,,,95.833,0,191.666,94.12,
1061,4,57,1,1,3,,,98.2215,0,196.443,98.46,
1061,4,58,1,1,4,,,100.61,0,201.22,99.61,
1061,4,59,6,3,6,,,102.122,0,204.244,,
1061,4,60,8,5,8,,,104.001,0,208.002,,
1061,4,61,4,1,1,,,104.5185,0,209.037,80,
1061,4,62,1,1,2,,,106.907,0,213.814,94.12,
1061,4,63,2,1,3,,,108.302,0,216.604,80,
1061,4,64,1,1,4,,,110.1895,0,220.379,94.12,
1061,4,65,6,3,6,,,112.1935,0,224.387,,
1061,4,66,8,5,8,,,114.3235,0,228.647,,
1061,4,67,5,2,5,,,115.0915,0,230.183,,
1061,4,68,3,2,5,,,117.6055,0,235.211,,
1061,4,69,3,2,5,,,119.376,0,238.752,,
1061,4,70,3,2,5,,,121.8895,0,243.779,,
1061,4,71,7,4,7,,,124.1445,0,248.289,,
1061,4,72,8,5,8,,,126.525,0,253.05,,
1061,5,1,4,1,1,,,0.259,0,0.518,80,
1061,5,2,2,1,2,,,2.397,0,4.794,50,
1061,5,3,1,1,3,,,4.284,0,8.568,80,
1061,5,4,1,1,4,,,6.422,0,12.844,94.12,
1061,5,5,6,3,6,,,7.558,0,15.116,,
1061,5,6,8,5,8,,,8.9445,0,17.889,,
1061,5,7,4,1,1,,,9.7125,0,19.425,80,
1061,5,8,1,1,2,,,11.6,0,23.2,94.12,
1061,5,9,2,1,3,,,14.239,0,28.478,80,
1061,5,10,1,1,4,,,15.634,0,31.268,94.12,
1061,5,11,6,3,6,,,18.014,0,36.028,,
1061,5,12,8,5,8,,,19.768,0,39.536,,
1061,5,13,5,2,5,,,20.536,0,41.072,,
1061,5,14,3,2,5,,,22.9245,0,45.849,,
1061,5,15,3,2,5,,,25.0625,0,50.125,,
1061,5,16,3,2,5,,,26.708,0,53.416,,
1061,5,17,7,4,7,,,27.8435,0,55.687,,
1061,5,18,8,5,8,,,29.5975,0,59.195,,
1061,5,19,4,1,1,,,30.366,0,60.732,80,
1061,5,20,2,1,2,,,32.504,0,65.008,50,
1061,5,21,1,1,3,,,34.149,0,68.298,80,
1061,5,22,2,1,4,,,35.9195,0,71.839,50,
1061,5,23,6,3,6,,,37.306,0,74.612,,
1061,5,24,8,5,8,,,38.8095,0,77.619,,
1061,5,25,4,1,1,,,39.5775,0,79.155,80,
1061,5,26,1,1,2,,,41.223,0,82.446,94.12,
1061,5,27,1,1,3,,,43.3605,0,86.721,98.46,
1061,5,28,1,1,4,,,46,0,92,99.61,
1061,5,29,6,3,6,,,48.38,0,96.76,,
1061,5,30,8,5,8,,,50.134,0,100.268,,
1061,5,31,4,1,1,,,50.902,0,101.804,80,
1061,5,32,1,1,2,,,52.422,0,104.844,94.12,
1061,5,33,2,1,3,,,53.817,0,107.634,80,
1061,5,34,2,1,4,,,56.456,0,112.912,50,
1061,5,35,6,3,6,,,58.7105,0,117.421,,
1061,5,36,8,5,8,,,60.59,0,121.18,,
1061,5,37,5,2,5,,,61.358,0,122.716,,
1061,5,38,3,2,5,,,63.997,0,127.994,,
1061,5,39,3,2,5,,,66.6365,0,133.273,,
1061,5,40,3,2,5,,,68.7745,0,137.549,,
1061,5,41,7,4,7,,,70.1605,0,140.321,,
1061,5,42,8,5,8,,,72.29,0,144.58,,
1061,5,43,4,1,1,,,73.184,0,146.368,80,
1061,5,44,1,1,2,,,75.1965,0,150.393,94.12,
1061,5,45,1,1,3,,,77.084,0,154.168,98.46,
1061,5,46,1,1,4,,,79.347,0,158.694,99.61,
1061,5,47,6,3,6,,,80.7335,0,161.467,,
1061,5,48,8,5,8,,,82.9885,0,165.977,,
